classification,reporter_code,reporter_iso3,reporter,partner_code,partner_iso3,partner,partner_is_group,flow,year,cmd_code,trade_value,is_reported_api_field,is_aggregate_api_field,source_flag,fetched_at_utc
H6,360,IDN,Indonesia,818,EGY,Egypt,False,X,2022,8542,23314008.181,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,360,IDN,Indonesia,826,GBR,United Kingdom,False,X,2022,8542,241399.54,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H6,360,IDN,Indonesia,842,USA,USA,False,X,2022,8542,21270120.295,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,8,ALB,Albania,False,M,2017,8542,88654.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,16,ASM,American Samoa,False,M,2017,8542,173987.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,20,AND,Andorra,False,M,2017,8542,6850.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,36,AUS,Australia,False,M,2017,8542,457667.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,40,AUT,Austria,False,M,2017,8542,27465774.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,48,BHR,Bahrain,False,M,2017,8542,18411.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,52,BRB,Barbados,False,M,2017,8542,14929.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,56,BEL,Belgium,False,M,2017,8542,101442707.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,68,BOL,Bolivia (Plurinational State of),False,M,2017,8542,201.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,70,BIH,Bosnia Herzegovina,False,M,2017,8542,92.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,76,BRA,Brazil,False,M,2017,8542,27279.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,96,BRN,Brunei Darussalam,False,M,2017,8542,88.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,100,BGR,Bulgaria,False,M,2017,8542,22124105.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,104,MMR,Myanmar,False,M,2017,8542,13854.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,116,KHM,Cambodia,False,M,2017,8542,214397.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,120,CMR,Cameroon,False,M,2017,8542,119.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,124,CAN,Canada,False,M,2017,8542,1432694.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,136,CYM,Cayman Isds,False,M,2017,8542,1411.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,144,LKA,Sri Lanka,False,M,2017,8542,118.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,152,CHL,Chile,False,M,2017,8542,1131.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,156,CHN,China,False,M,2017,8542,754116359.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,170,COL,Colombia,False,M,2017,8542,807.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,188,CRI,Costa Rica,False,M,2017,8542,492623.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,191,HRV,Croatia,False,M,2017,8542,854.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,196,CYP,Cyprus,False,M,2017,8542,6123.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,203,CZE,Czechia,False,M,2017,8542,65531399.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,208,DNK,Denmark,False,M,2017,8542,179327.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,222,SLV,El Salvador,False,M,2017,8542,6855.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,246,FIN,Finland,False,M,2017,8542,521269.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,251,FRA,France,False,M,2017,8542,52468391.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,268,GEO,Georgia,False,M,2017,8542,23148.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,276,DEU,Germany,False,M,2017,8542,197042968.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,288,GHA,Ghana,False,M,2017,8542,6291.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,292,GIB,Gibraltar,False,M,2017,8542,1659.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,300,GRC,Greece,False,M,2017,8542,8393.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,340,HND,Honduras,False,M,2017,8542,17770.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,344,HKG,"China, Hong Kong SAR",False,M,2017,8542,248876202.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,348,HUN,Hungary,False,M,2017,8542,536497.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,360,IDN,Indonesia,False,M,2017,8542,5055780.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,372,IRL,Ireland,False,M,2017,8542,9726796.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,376,ISR,Israel,False,M,2017,8542,39223026.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,380,ITA,Italy,False,M,2017,8542,60401943.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,388,JAM,Jamaica,False,M,2017,8542,95598.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,392,JPN,Japan,False,M,2017,8542,1118522716.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,400,JOR,Jordan,False,M,2017,8542,21531.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,410,KOR,Rep. of Korea,False,M,2017,8542,3202705579.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,428,LVA,Latvia,False,M,2017,8542,4201.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,446,MAC,"China, Macao SAR",False,M,2017,8542,51411.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,454,MWI,Malawi,False,M,2017,8542,7230.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,458,MYS,Malaysia,False,M,2017,8542,435145796.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,462,MDV,Maldives,False,M,2017,8542,59952.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,470,MLT,Malta,False,M,2017,8542,739256.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,484,MEX,Mexico,False,M,2017,8542,2240618.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,490,S19,"Other Asia, nes",False,M,2017,8542,2879275070.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,504,MAR,Morocco,False,M,2017,8542,321580.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,528,NLD,Netherlands,False,M,2017,8542,15889586.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,554,NZL,New Zealand,False,M,2017,8542,85274.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,566,NGA,Nigeria,False,M,2017,8542,2023.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,570,NIU,Niue,False,M,2017,8542,26968.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,579,NOR,Norway,False,M,2017,8542,4590310.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,586,PAK,Pakistan,False,M,2017,8542,2380.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,616,POL,Poland,False,M,2017,8542,53338.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,620,PRT,Portugal,False,M,2017,8542,308488.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,634,QAT,Qatar,False,M,2017,8542,1032.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,642,ROU,Romania,False,M,2017,8542,39682.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,643,RUS,Russian Federation,False,M,2017,8542,2415.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,682,SAU,Saudi Arabia,False,M,2017,8542,159917.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,699,IND,India,False,M,2017,8542,1906620.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,702,SGP,Singapore,False,M,2017,8542,1037152979.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,703,SVK,Slovakia,False,M,2017,8542,13506.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,704,VNM,Viet Nam,False,M,2017,8542,12348199.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,705,SVN,Slovenia,False,M,2017,8542,74433.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,710,ZAF,South Africa,False,M,2017,8542,162507.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,724,ESP,Spain,False,M,2017,8542,502659.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,748,SWZ,Eswatini,False,M,2017,8542,18782.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,752,SWE,Sweden,False,M,2017,8542,738353.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,757,CHE,Switzerland,False,M,2017,8542,5710666.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,762,TJK,Tajikistan,False,M,2017,8542,31509.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,764,THA,Thailand,False,M,2017,8542,409307984.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,784,ARE,United Arab Emirates,False,M,2017,8542,8985.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,788,TUN,Tunisia,False,M,2017,8542,8989.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,792,TUR,Türkiye,False,M,2017,8542,256320.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,796,TCA,Turks and Caicos Isds,False,M,2017,8542,54351.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,804,UKR,Ukraine,False,M,2017,8542,40463.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,807,MKD,North Macedonia,False,M,2017,8542,529.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,818,EGY,Egypt,False,M,2017,8542,1121.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,826,GBR,United Kingdom,False,M,2017,8542,23769567.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,834,TZA,United Rep. of Tanzania,False,M,2017,8542,187455.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,842,USA,USA,False,M,2017,8542,1979713345.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,862,VEN,Venezuela,False,M,2017,8542,371.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,4,AFG,Afghanistan,False,X,2017,8542,321895.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,20,AND,Andorra,False,X,2017,8542,12448.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,32,ARG,Argentina,False,X,2017,8542,55893.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,36,AUS,Australia,False,X,2017,8542,2916278.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,40,AUT,Austria,False,X,2017,8542,24430816.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,56,BEL,Belgium,False,X,2017,8542,18348961.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,68,BOL,Bolivia (Plurinational State of),False,X,2017,8542,2122.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,70,BIH,Bosnia Herzegovina,False,X,2017,8542,445.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,76,BRA,Brazil,False,X,2017,8542,2640831.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,92,VGB,Br. Virgin Isds,False,X,2017,8542,11222.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,100,BGR,Bulgaria,False,X,2017,8542,17440140.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,112,BLR,Belarus,False,X,2017,8542,27.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,124,CAN,Canada,False,X,2017,8542,13869256.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,144,LKA,Sri Lanka,False,X,2017,8542,401.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,152,CHL,Chile,False,X,2017,8542,17376.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,156,CHN,China,False,X,2017,8542,1318513784.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,170,COL,Colombia,False,X,2017,8542,49172.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,191,HRV,Croatia,False,X,2017,8542,1396.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,203,CZE,Czechia,False,X,2017,8542,29555924.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,208,DNK,Denmark,False,X,2017,8542,1013314.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,232,ERI,Eritrea,False,X,2017,8542,2373.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,233,EST,Estonia,False,X,2017,8542,804012.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,242,FJI,Fiji,False,X,2017,8542,1460.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,246,FIN,Finland,False,X,2017,8542,1433187.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,251,FRA,France,False,X,2017,8542,229880373.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,268,GEO,Georgia,False,X,2017,8542,28.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,276,DEU,Germany,False,X,2017,8542,846978070.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,288,GHA,Ghana,False,X,2017,8542,28.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,300,GRC,Greece,False,X,2017,8542,126.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,332,HTI,Haiti,False,X,2017,8542,33833.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,344,HKG,"China, Hong Kong SAR",False,X,2017,8542,4151048440.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,348,HUN,Hungary,False,X,2017,8542,15784314.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,352,ISL,Iceland,False,X,2017,8542,22967.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,360,IDN,Indonesia,False,X,2017,8542,4039578.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,372,IRL,Ireland,False,X,2017,8542,1278278.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,376,ISR,Israel,False,X,2017,8542,6252038.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,380,ITA,Italy,False,X,2017,8542,16093414.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,392,JPN,Japan,False,X,2017,8542,776752877.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,398,KAZ,Kazakhstan,False,X,2017,8542,35.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,410,KOR,Rep. of Korea,False,X,2017,8542,517483234.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,418,LAO,Lao People's Dem. Rep.,False,X,2017,8542,770.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,428,LVA,Latvia,False,X,2017,8542,74547.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,440,LTU,Lithuania,False,X,2017,8542,32870.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,446,MAC,"China, Macao SAR",False,X,2017,8542,516442.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,458,MYS,Malaysia,False,X,2017,8542,444230166.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,470,MLT,Malta,False,X,2017,8542,7414687.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,484,MEX,Mexico,False,X,2017,8542,89058727.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,490,S19,"Other Asia, nes",False,X,2017,8542,1069713264.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,496,MNG,Mongolia,False,X,2017,8542,1400.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,499,MNE,Montenegro,False,X,2017,8542,32771.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,504,MAR,Morocco,False,X,2017,8542,1144539.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,512,OMN,Oman,False,X,2017,8542,2511.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,528,NLD,Netherlands,False,X,2017,8542,992881884.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,531,CUW,Curaçao,False,X,2017,8542,9061850.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,554,NZL,New Zealand,False,X,2017,8542,1389013.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,579,NOR,Norway,False,X,2017,8542,297877.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,616,POL,Poland,False,X,2017,8542,14350404.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,620,PRT,Portugal,False,X,2017,8542,3758378.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,626,TLS,Timor-Leste,False,X,2017,8542,3500.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,642,ROU,Romania,False,X,2017,8542,5570680.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,643,RUS,Russian Federation,False,X,2017,8542,937241.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,654,SHN,Saint Helena,False,X,2017,8542,11809.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,682,SAU,Saudi Arabia,False,X,2017,8542,22014.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,688,SRB,Serbia,False,X,2017,8542,1868.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,699,IND,India,False,X,2017,8542,7537483.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,702,SGP,Singapore,False,X,2017,8542,2048336056.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,703,SVK,Slovakia,False,X,2017,8542,1165658.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,704,VNM,Viet Nam,False,X,2017,8542,172263306.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,705,SVN,Slovenia,False,X,2017,8542,376175.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,710,ZAF,South Africa,False,X,2017,8542,744631.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,724,ESP,Spain,False,X,2017,8542,565874.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
H4,608,PHL,Philippines,752,SWE,Sweden,False,X,2017,8542,229903.0,False,True,UN_Comtrade_official_public_preview_reporter_query,2026-09-11T16:05:47+00:00
